brand_name,product_name,price_usd,product_description,ingredients,review_count,country
Beauty of Joseon,Dynasty Cream,24.0,,"['water', 'water', ' glycerin', 'water', ' hydrogenated polydecene', ' 1', '2-hexanediol', ' niacinamide', ' squalane', ' butylene glycol', ' propanediol', ' dicaprylate/dicaprate', ' cetearyl olivate', ' sorbitan olivate', ' ammonium acryloyldimethyltaurate/vp copolymer', ' xanthan gum', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' tromethamine', ' carthamus tinctorius (safflower) seed oil', ' hydrogenated coconut oil', ' glyceryl acrylate/acrylic acid copolymer', ' ethylhexylglycerin', ' adenosine', ' caprylic/capric triglyceride', ' disodium edta', ' hyaluronic acid', ' hydrolyzed hyaluronic acid', ' sodium hyaluronate', ' honey extract', ' ceramide np', ' hydrogenated lecithin', ' coptis japonica root extract', ' raphanus sativus (radish) seed extract', ' lycium chinense fruit extract', ' theobroma cacao (cocoa) seed extract', ' phellinus linteus extract', ' dextrin', ' scutellaria baicalensis root extract']",3949.0,South Korea
APLB,Glutathione Niacinamide Facial Cream,9.8,This moisturizing cream is formulated with glutathione and niacinamide to deliver antioxidant and brightening properties to skin. It’s added with centella asiatica and adenosine to soothe skin while providing anti-aging effects. Lightweight texture quickly absorbs into skin. Hypoallergenic formula is suitable for various skin types including sensitive skin.,"['water', ' centella asiatica extract (227%)', ' glycerin', ' cetyl ethylhexanoate', ' butylene glycol', ' polyglyceryl-3 methylglucose distearate', ' niacinamide (20', '000ppm)', ' stearic acid', ' sodium polyacryloyldimethyl taurate', ' silica', ' sodium hyaluronate', ' glyceryl stearate', ' beeswax', ' butyrospermum parkii (shea) butter', ' macadamia ternifolia seed oil', ' hydrogenated polydecene', ' betaine', ' glutathione (1', '000ppm)', ' trehalose', ' adenosine', ' citric acid', ' trideceth-10', ' disodium edta', ' sodium citrate', ' caprylic/capric triglyceride', ' hydrogenated lecithin', ' cholesterol', ' xanthan gum', ' nelumbo nucifera extract', ' artemisia annua extract', ' oryza sativa (rice) extract', ' saccharomyces ferment', ' solanum melongena (eggplant) fruit extract', ' melaleuca alternifolia (tea tree) leaf extract', ' hydrolyzed collagen', ' squalane', ' beta-glucan', ' dipropylene glycol', ' hippophae rhamnoides fruit extract', ' madecassic acid', ' asiaticoside', ' asiatic acid', ' propanediol', ' hydroxyacetophenone', ' 1', '2-hexanediol', ' ethylhexylglycerin', ' dipotassium glycyrrhizate']",1465.0,South Korea
SKIN 1004,Madagascar Centella Toning Toner,15.83,"A gentle PHA toner that soothes, exfoliates, hydrates and brightens in equal measure. It contains 84% centella asiatica extract, hyaluronic acid, betaine, alongside other brightening and anti-aging ingredients to produce a fresh, supple, wrinkle-free finish. To use, soak a proper amount in cotton pad and wipe onto cleansed face, patting gently for optimal absorption.","['centella asiatica extract (84%)', 'water', ' dipropylene glycol', ' 1', '2-hexandiol', ' niacinamide', ' glu/conoractone', ' thrometamine', ' carbomer', ' sodium citrate', ' adenosine', ' disodium edta', ' dipotacium glycide', ' betaine', ' hyaluronic acid', ' ethylhexyglycerin']",1494.0,South Korea
Beauty of Joseon,Ground Rice and Honey Glow Mask,14.4,"This all-in-one wash-off mask leaves skin plump, smooth and radiant. Packed with kaolin clay, the face mask has sebum-absorbing and pore-purifying powers. Enriched with rice hull powder and 5% honey, the formula exfoliates away dead skin cells while hydrating skin. Use after cleansing step in your skin care routine.","['water', ' kaolin', ' honey', ' glycerin', ' propanediol', ' dipropylene glycol', ' oryza sativa (rice) hull powder', ' isononyl isononanoate', ' 1', '2-hexanediol', ' cetyl alcohol', ' caprylic/capric triglyceride', ' polyglyceryl-3 methylglucose distearate', ' butylene glycol', ' glyceryl stearate', ' oryza sativa (rice) bran', ' bentonite', ' palmitic acid', ' stearic acid', ' hydroxyacetophenone', ' behenyl alcohol', ' cellulose', ' zea mays (corn) starch', ' ethylhexylglycerin', ' xanthan gum', ' potassium cetyl phosphate', ' oryza sativa (rice) lees extract', ' polyacrylate-13', ' hydrogenated polyisobutene', ' sodium phytate', ' polyglyceryl-10 laurate', ' ethylhexyl palmitate', ' sorbitan isostearate', ' oryza sativa (rice) extract', ' menthyl lactate', ' honey extract']",1227.0,South Korea
Dr.G,R.E.D Blemish Clear Soothing Cream 70ml,24.47,"This recovery cream comes in a quick-absorbing gel-like texture. Formulated with madecassoside and asiatic acid from centella, not only does it provide moisture to soothe sensitive skin, but also boasts complexion-brightening qualities.","['water', ' glycerin', ' butylene glycol', ' c13-16 isoparaffin', ' niacinamide', ' c12-14 isoparaffin', ' 1', '2-hexanediol', ' hydrogenated polydecene', ' pentylene glycol', ' vinyl dimethicone', ' caprylyl methicone', ' hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', ' panthenol', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' dimethiconol', ' polymethylsilsesquioxane', ' tromethamine', ' dipotassium glycyrrhizate', ' glyceryl acrylate/acrylic acid copolymer', ' ethylhexylglycerin', ' xanthan gum', ' disodium edta', ' beta-glucan', ' centella asiatica (gotu kola) extract', ' madecassoside', ' pyrus malus (apple) fruit extract', ' epigallocatechin gallate', ' asiaticoside', ' asiatic acid', ' madecassic acid']",2775.0,South Korea
Mary&May,Tranexamic Acid + Glutathione Eye Cream Mini,3.0,"Enriched with 1,000ppm of tranexamic acid and glutathione, this eye cream brightens dark circles and revitalizes skin around the eyes. It also contains Vitamin C to stimulate collagen production and improve skin radiance. This version is mini-sized.","['water', ' ethylhexyl palmitate', ' glycereth-26', ' glycerin', ' cetearyl alcohol', ' niacinamide', ' hydrogenated poly(c6-14 olefin)', ' beeswax', ' caprylic/capric triglyceride', ' polyglyceryl-2 stearate', ' dipropylene glycol', ' isododecane', ' glyceryl stearate', ' hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', ' stearyl alcohol', ' glycol stearate se', ' sodium polyacrylate', ' hydroxyacetophenone', ' stearic acid', ' dimethiconol', ' dimethicone/vinyl dimethicone crosspolymer', ' hydrogenated polydecene', ' hydrogenated lecithin', ' tranexamic acid (1', '000ppm)', ' betaine', ' glutathione (1', '000ppm)', ' panthenol', 'fragrance', ' hippophae rhamnoides fruit oil', ' butylene glycol', ' adenosine', ' sorbitan isostearate', ' caprylyl glycol', ' trideceth-6', ' 1', '2-hexanediol', ' disodium edta', ' sodium hyaluronate', ' ascorbic acid']",2703.0,South Korea
Beauty of Joseon,Glow Replenishing Rice Milk,16.2,"This moisturizing toner infused with rice extract and rice-derived amino acids combats skin dryness for a plump and radiant finish. It’s formulated with a sebum-controlling powder that effectively absorbs excess oil and purifies pores. Comes in a light, refreshing formula that penetrates deeply into skin without leaving any greasy feeling. Suitable for all skin types including sensitive skin.","['water', ' methylpropanediol', ' propanediol', ' 1', '2-hexanediol', ' glycerin', ' glycereth-26', ' polymethyl methacrylate', ' panthenol', ' hydroxyethyl urea', ' aluminum chlorohydrate', ' butylene glycol', ' kaolin', ' sodium citrate', ' microcrystalline cellulose', ' oryza sativa (rice) extract', ' ethylhexylglycerin', ' dipotassium glycyrrhizate', ' citric acid', ' hydrogenated lecithin', ' coptis japonica root extract', ' ulmus davidiana root extract', ' amaranthus caudatus seed extract', ' ficus carica (fig) fruit extract', ' centella asiatica extract', ' dextrin', ' theobroma cacao (cocoa) seed extract', ' ceramide np', ' tocopherol', ' sodium hyaluronate', ' rice amino acids']",1451.0,South Korea
SKIN 1004,Madagascar Centella Probio-Cica Intensive Ampoule,12.0,"Nourishing ampoule contains a high concentration of fermented cica extract to deliver intense moisture to skin and strengthen the skin barrier. Panthenol, betaine and allantoin in the formula provide plumping touches for smooth and hydrated skin. Suitable for sensitive skin.","['centella asiatica extract', ' butylene glycol', ' glycerin', 'water', ' propanediol', ' caprylic/capric triglyceride', ' niacinamide', ' lactobacillus/centella asiatica extract ferment filtrate', ' 1', '2-hexanediol', ' dipropylene glycol', ' polyglyceryl-3 distearate', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' c14-22 alcohols', ' arginine', ' hydrogenated lecithin', ' betaine', ' allantoin', ' panthenol', ' hydroxystearic acid', ' ethylhexylglycerin', ' hydroxyethy acrylate/sodium acryloyldimethyl taurate copolymer', ' glyceryl stearate citrate', ' sodium polyacrylate', ' adenosine', ' c12-20 alkyl glucoside', ' cetearyl alcohol', ' xanthan gum', ' macadamia ternifolia seed oil', ' sodium phytate', ' sodium hyaluronate', ' stearic acid', ' ceramide np', ' glyceryl acrylate/acrylic acid copolymer', ' sorbitan lsostearate', ' polyglycery-10 myristate', ' madecassic acid', ' asiaticoside', ' phytosphingosine', ' aslatic acid', ' sucrose distearate', ' polyglutamnic acid', ' glucose', ' lauric acid', ' phytosterols']",1208.0,South Korea
numbuzin,No.5 Vitamin-Niacinamide Concentrated Pad,20.8,"Restore luster in tired skin with these toner pads infused with potent brightening agents including niacinamide, glutathione and antioxidant-rich Vitamin C to even skin tone and fade dark spots. Panthenol and mushroom extract provide moisturizing and elasticity care. Additional ingredients like PHA and LHA exfoliate away dead skin cells.","['water', ' niacinamide (50', '000 ppm)', ' dipropylene glycol', ' glycerin', ' propanediol', ' butylene glycol', ' hydroxyethyl urea', ' diethoxy ethyl succinate', ' hydroxyacetophenone', ' caprylyl glycol', ' polyglyceryl-10 laurate', ' betaine', ' panthenol (7501 ppm)', ' ethylhexylglycerin', ' gluconolactone', ' sodium polyacrylate', ' ammonium acryloyldimethyltaurate/vp copolymer', ' sodium citrate', ' citric acid', ' maltodextrin', ' 1', '2 hexanediol', ' gardenia florida fruit extract', ' dipotassium glycyrrhizate', ' sodium hyaluronate', ' ascorbic acid', ' pantolactone', ' tocopherol', 'salicylic acid', ' tranexamic acid', ' tremella fuciformis (mushroom) extract', ' caprylic/capric triglyceride', ' ascorbyl glucoside', ' ubiquinone', ' hydrogenated lecithin', ' magnesium chloride', ' alcohol', ' glutathione (03 ppm)', ' polysorbate 80', ' calcium gluconate', ' pyridoxine hcl', ' bht', ' yeast extract', ' cyanocobalamin', ' disodium edta']",2338.0,South Korea
celimax,JIWOOGAE Heartleaf BHA Peeling Pad,15.75,"These textured pealing pads are formulated with BHA to slough away dead skin cells and reveal bright and smooth skin. Saturated with a potent blend of hyaluronic acid and houttuynia cordata extract, they soothe and hydrate skin. Swipe the embossed side on face to remove impurities and moisturize skin, and then swipe the gauze side on the T-zone to exfoliate away blackheads and dead skin cells.","['water', ' dipropylene glycol', ' glycerin', ' butylene glycol', ' 1', '2-hexanediol', ' houttuynia cordata extract', ' betaine', 'water', ' betaine salicylate', 'madecassoside', ' asiaticoside', ' madecassic acid', ' asiatic acid', ' polyglyceryl-10 laurate', ' arginine', ' polyglyceryl-10 myristate', ' melaleuca alternifolia (tea tree) leaf oil', ' disodium edta', ' sodium hyaluronate', ' ethylhexylglycerin', ' chlorphenesin', ' limonene']",1044.0,South Korea
Beauty of Joseon,Glow Deep Serum,15.3,"Restore a natural glow to tired-looking skin with this brightening serum containing 68.6% rice bran water to clarify skin and 2% arbutin to fade hyperpigmentation. Lightweight and quick-absorbent texture penetrates deep into skin to provide long-lasting skin brightening and hydrating effects. Formulated without mineral oils, essential oils, parabens, sulfates and PEG, this product is suitable for sensitive skin.","['water', 'water', ' glycerin', 'butylene glycol', ' 1', '2-hexanediol', ' dipropylene glycol', 'alpha arbutin', ' niacinamide', ' methyl gluceth-20', ' panthenol', ' polyglycerin-3', ' trehalose', ' glyceryl glucoside', ' hydrolyzed jojoba esters', ' hydroxyethyl acrylate/sodiumacryloyldimethyl taurate copolymer', ' ethylhexylglycerin', ' hydroxyethylcellulose', ' xanthan gum', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' arginine', ' disodium edta', ' coptis japonica root extract', ' sorbitan isostearate', ' glucose', ' coix lacryma-jobi ma-yuen seed extract', 'soybean', ' hordeum distichon (barley) extract', ' oryza sativa (rice) extract', ' sesamum indicum (sesame) seed extract', ' triticum vulgare (wheat) seed extract', ' vigna radiata seed extract', ' zea mays (corn) kernel extract']",3796.0,South Korea
Beauty of Joseon,Centella Asiatica Calming Mask,2.25,"Calming and soothing, this sheet mask is infused with 15% cica extract as well as three types of hyaluronic acids to treat irritated and sensitive skin. Suitable for all skin types. Leave on for 15-20 mins on cleansed and toned skin, then remove and gently pat in any excess.","['water', ' centella asiatica extract', ' glycereth-26', ' butylene glycol', ' niacinamide', ' 1', '2-hexanediol', ' hydroxyacetophenone', ' arginine', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' hydroxyethylcellulose', ' carrageenan', ' polyglyceryl-4 caprate', ' polyglyceryl-6 caprylate', ' adenosine', ' ethylhexylglycerin', ' disodium edta', ' helianthus annuus (sunflower) seed oil', ' panthenol', ' artemisia princeps leaf extract', ' lycium chinense fruit extract', ' propandiol', ' portulaca oleracea extract', ' panax ginseng root extract', ' camellia sinensis leaf extract', ' anthemis nobilis flower oil', ' sodium hyaluronate', ' hydrolyzed hyaluronic acid', ' hyaluronic acid']",1556.0,South Korea
SKIN 1004,Madagascar Centella Ampoule Kit,23.9,Pamper your skin with this Madagascar Centella Ampoule Kit containing four mini-sized ampoules targeting different skin concerns. The Centella Ampoule soothes and repairs damaged skin. The Tone Brightening Capsule Ampoule evens skin tone for a radiant finish. The Poremizing Fresh Ampoule minimizes enlarged pore. The Tea-Trica Relief Ampoule calms irritation and treats acne. Take a few drops of the ampoule and gently apply on face.,"['water', ' butylene glycol', ' niacinamide', ' glycerin', ' tranexamic acid', ' 1', '2-hexanediol', ' betaine', ' centella asiatica extract', ' zea mays (corn) starch', ' xanthan gum', ' microcrystalline cellulose', ' mannitol', ' panthenol', ' pentylene glycol', ' ethylhexylglycerin', ' hydroxyethylcellulose', ' madecassoside', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' arginine', ' hydrogenated lecithin', ' xylitylglucoside', ' anhydroxylitol', ' xylitol', ' glucose', ' 3-o-ethyl ascorbic acid', ' lactobacillus ferment [poremizing fresh ampoule] centella asiatica (gotu kola) extract(5047%)', 'water', ' butylene glycol', ' propanediol', ' 1', '2-hexanediol', 'aloe barbadensis leaf juice', ' glycereth-26 hydroxyacetophenone', ' glycerin', ' carbomer', ' tromethamine', ' panthenol ', ' ethylhexylglycerin', ' disodium edta', ' dipotassium glycyrrhizate', ' ammonium polyacryloyldimethyl taurate', ' biosaccharide gum-1', ' hyaluronic acid', ' hydrolyzed hyaluronic acid', ' sodium hyaluronate', ' hydroxyethylcellulose', ' chamomilla recutita (matricaria) flower extract', ' mineral salt', ' tripeptide-3', ' acetyl hexapeptide-8', ' acetyl octapeptide-3', ' copper tripeptide-1', ' palmitoyl pentapeptide-4', ' palmitoyl tetrapeptide-7', ' palmitoyl tripeptide-1', ' tripeptide-1', ' tripeptide-2 [tea-trica relief ampoule] centella asiatica extract(55%)', 'water', 'water', ' pinus palustris leaf extract', ' glycerine', ' butylene glycol', ' methyl gluceth-20', ' dipropylene glycol', ' glycereth-26', ' 1', '2-hexanediol', 'water', ' hydroxyacetophenone', ' ammonium acryloyldimethyltaurate/vp copolymer', ' propanediol', ' polyglyceryl-10 laurate', ' ethylhexylglycerin', ' pentylene glycol', ' caprylyl glycol', ' disodium edta melaleuca alternifolia leaf oil (200ppm)', ' oenothera biennis (evening primrose) flower extract', ' pueraria lobata root extrac', ' ulmus davidiana root extract']",1287.0,South Korea
Anua,Rice Enzyme Brightening Cleansing Powder,13.69,"Purify pores, brighten skin and amp up hydration levels with this multi-purpose rice bran-infused cleansing powder. The formula contains ceramide to strengthen the skin barrier and papain to slough away dead skin cells and impurities. For optimal benefits, mix an appropriate amount with water and massage the mixture onto skin before rinsing off with water. Alternatively, use as a wash-off mask for an instant glow-up.","['zea mays (corn) starch\xa0', ' sodium cocoyl isethionate\xa0', ' sodium lauroyl glutamate\xa0', ' diglycerin', ' allantoin', ' maltodextrin', ' papain', ' kaolin (ci 77004)\xa0', ' zea mays (corn) starch', ' sodium cocoyl isethionate', ' sodium lauroyl glutamate', ' diglycerin', ' allantoin', ' maltodextrin', ' papain', ' sodium bicarbonate', ' citric acid', ' sodium polyacrylate', 'water', ' oryza sativa (rice) powder', ' oryza sativa (rice) lees extract\xa0', 'water', ' 1', '2-hexanediol', ' oryza sativa (rice) extract', 'water', ' butylene glycol', ' 1', '2-hexanediol\xa0', ' dipropylene glycol', ' oryza sativa (rice) extract', ' hydrolyzed rice protein', ' oryza sativa (rice) seed protein', ' ceramide np', ' ceramide np', ' ascorbic acid', 'alpha arbutin', ' protease', ' butylene glycol', ' 1', '2-hexanediol', ' caprylyl glycol\xa0', ' glucose', ' papain\xa0', ' glycerin', 'water', ' citric acid', ' tartaric acid', 'iron oxides']",447.0,South Korea
Beauty of Joseon,Ginseng Essence Water,16.2,"Infused with 80% ginseng root water as well as a uniquely formulated ginseng complex to revitalize dry skin and control sebum, this hydrating toner leaves skin plumped-up and wrinkle-free. Safe for use on sensitive skin.","['water', ' butylene glycol', ' glycerin', ' propanediol', ' niacinamide', ' 1', '2-hexanediol', 'water', ' hydroxyacetophenone', ' glyceryl glucoside', ' xanthna gum', ' panthenol', ' dipotassium glycyrrhizate', ' allantoin', ' adenosine', ' panax ginseng callus culture extract', ' theobroma cacao(cocoa) extract', ' dextrin', ' glucose', ' panax ginseng root extract', ' panax ginseng berry extract', ' lactobacillus/panax ginseng root ferment filtrate', ' sodium hyaluronate', ' ethylhexyglycerin', ' disodium edta']",4691.0,South Korea
LANEIGE,Lip Sleeping Mask,14.62,"Your lips also deserve overnight pampering! Laneige's Lip Sleeping Mask dissolves dead skin cells while you slumber, making lips look smoother and plumper. Berry Mix Complex with Vitamin C and antioxidant-packed berry ingredients make lips firmer, while hyaluronic acid helps in moisture absorption overnight. Sour and sweet fruit flavors make it a true nighttime treat for your lips.","['diisostearyl malate', ' hydrogenated polyisobutene', ' phytosteryl/isostearyl/cetyl/stearyl/behenyl dimer dilinoleate', ' hydrogenated poly(c6-14 olefin)', ' polybutene', ' microcrystalline wax', ' butyrospermum parkii (shea) butter', ' synthetic wax', ' ethylene/propylene/styrene copolymer', ' sucrose tetrastearate triacetate', ' mica', ' euphorbia cerifera (candelilla) wax', ' candelilla wax esters', ' astrocaryum murumuru seed butter', 'fragrance', ' glyceryl caprylate', 'titanium dioxide', ' butylene/ethylene/styrene copolymer', ' polyglyceryl-2 diisostearate', ' copernicia cerifera (carnauba) wax', ' methicone', ' polyglyceryl-2 triisostearate', ' cocos nucifera (coconut) oil', ' limonene', ' ascorbic acid', ' linalool', ' glycerin', ' propanediol', ' bht', ' punica granatum fruit juice', ' rubus idaeus (raspberry) juice', ' vitis vinifera (grape) juice', 'water', ' pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', ' brilliant blue fcf (ci 42090)', ' silica', ' pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'water', ' lithol rubine b', ' quinoline yellow ws (ci 47005)', ' quinoline yellow ws', ' sunset yellow fcf', ' theobroma cacao (cocoa) seed butter', ' benzyl benzoate', ' citral', ' brilliant blue fcf']",10067.0,South Korea
Abib,Collagen Gel Mask,4.0,"Packed with 10,005ppm of vegan collagen extract derived from fermented yeast, this hydrogel mask easily restores glow and elasticity in tired, lackluster or aging skin. The Jericho Rose Jelly version features additional ingredients of Jericho rose jelly extract and ceramide to up moisture levels, strengthen the skin barrier and slow down cellular aging. The Sedum Jelly version comes with Jeju-sourced sedum jelly, hyaluronic acid and Vitamin C on top of collagen to brighten and plump up skin. Coming in a hydrogel construction, this face mask allows quick delivery of nutrients deep into skin.","['water', ' glycerin', ' methylpropanediol', ' isopentyldiol', ' niacinamide', ' butylene glycol', ' 1', '2-hexanediol', ' propanediol', ' chondrus crispus powder', ' collagen extract', ' houttuynia cordata extract', ' ceratonia siliqua (carob) gum', ' macadamia integrifolia seed oil', ' melia azadirachta leaf extract', ' melia azadirachta flower extract', ' sodium hyaluronate', ' ocimum sanctum leaf extract', ' curcuma longa (turmeric) root extract', ' corallina officinalis extract', ' xylitol', ' centella asiatica leaf extract', ' camellia sinensis leaf extract', ' calamine', ' diospyros kaki leaf extract', ' vitis vinifera (grape) fruit extract', ' carthamus tinctorius (safflower) flower extract', ' coffea arabica (coffee) seed extract', ' polygonum cuspidatum root extract', ' castanea crenata (chestnut) shell extract', ' zanthoxylum piperitum fruit extract', ' mentha rotundifolia leaf extract', ' thymus vulgaris (thyme) leaf extract', ' glycereth-26', ' hydroxyethyl urea', ' kaolin (ci 77004)', ' hydroxyacetophenone', ' polyglyceryl-3 methylglucose distearate', ' allantoin', ' glyceryl stearate', ' glucomannan', ' panthenol', ' cellulose gum', ' caprylyl glycol', ' potassium chloride', ' octyldodeceth-16', ' adenosine', ' sodium phytate', ' dextrin', ' dipotassium glycyrrhizate', ' tocopherol', ' ethylhexylglycerin', ' palmitoyl tripeptide-5', ' xanthan gum', ' cetearyl alcohol']",616.0,South Korea
Kose,Softymo Cleansing Oil,10.0,"Cleansing oil removes makeup, including stubborn mascara, as well as dead skin cells and excess dirt, without leaving any oily residue. Gentle formula suitable for dry skin brightens and thoroughly cleanses, making double-cleansing unnecessary. Made with five types of oil including olive oil, jojoba oil, sesame oil, safflower oil and shea butter to keep skin moisturized.","['sesame seed oil', ' glycerin', ' ascorbyl palmitate', ' safflower oil', ' squalane', ' baobab seed oil', ' isopropyl myristate', 'water', ' phenoxyethanol', ' grape seed oil', 'shea butter', ' mineral oil', ' tocopherol', ' cetyl ethylhexanoate', ' olive fruit oil', ' corn germ oil', ' jojoba seed oil', ' cyclopentasiloxane', 'water', ' pg dicaprate', ' prunus armeniaca (apricot) kernel oil', ' corn germ oil', ' dicapric acid pg', 'water', ' cyclomethicone', ' rose hip oil', ' trilaureth-4 phosphate', ' olea europaea (olive) fruit oil', ' jojoba seed oil', ' sesamum indicum (sesame) seed oil', ' orange oil', ' cetyl ethylhexanoate', ' almond oil', ' rice bran oil', ' helianthus annuus (sunflower) seed oil', ' orange oil', ' sorbeth-30 tetraoleate', ' propylene glycol dicaprate', ' jojoba seed oil', ' coix lacryma-jobi ma-yuen seed oil', ' isopropyl myristate', ' safflower oil', ' ascorbyl dipalmitate', ' polyglyceryl-2 diisostearate', ' bisethoxydiglycol cyclohexane-1', ' bht', ' glycerin', ' oryza sativa (rice) bran oil', ' sorbeth-30 tetraoleate', ' peg-8 glyceryl isostearate', ' trilaureth-4 phosphate', ' phenoxyethanol', ' propylene glycol dicaprate', ' orange peel oil', ' cyclomethicone', ' butyrospermum parkii (shea) butter', ' mineral oil', ' cyclohexane-1', ' sesame oil', ' rice bran oil', ' 4-dicarboxylate', ' peg-8 glyceryl isostearate', ' tocopherol', ' 4-dicarboxylic acid bisethoxydiglycol']",6886.0,South Korea
I'm from,Rice Toner Mini,5.6,"Packed with goami (rice) extracts, this toner leaves skin glowing with its whitening, anti-wrinkle as well as moisturizing benefits. Gently shake before use.","['oryza sativa (rice) extract (7778%)', ' methylpropanediol', ' triethylhexanoin', ' hydrogenated poly(c6-14 olefin)', ' niacinamide', ' pentylene glycol', ' portulaca oleracea extract', ' oryza sativa (rice) bran extract', ' ulmus davidiana root extract', ' amaranthus caudatus seed extract', ' hydrogenated lecithin', 'water', ' polyglyceryl-10 myristate', ' butylene glycol', ' adenosine', ' cellulose gum', ' ethylhexylglycerin', ' 1', '2-hexanediol']",4262.0,South Korea
SOME BY MI,"AHA, BHA, PHA 30 Days Miracle Toner 150ml",15.8,"This toner works wonder on your skin in just 30 days! Suitable for sensitive and acne-prone skin, the toner is infused with AHA to slough off dead skin cells; BHA to remove excess sebum; PHA to prevent moisture loss; and tea tree to combat acne.","['water', ' butylene glycol', ' dipropylene glycol', ' glycerin', ' niacinamide', ' melaleuca alternifolia (tea tree) leaf extract (10000ppm)', ' polyglyceryl-4 caprate', ' carica papaya (papaya) fruit extract', ' lens esculenta (lentil) seed extract', ' hamamelis virginiana (witch hazel) extract', ' nelumbo nucifera (sacred lotus) flower extract', ' swiftlet nest extract', ' sodium hyaluronate', ' fructan', ' allantoin', ' adenosine', ' hydroxyethyl urea', ' xylitol', 'salicylic acid', ' lactobionic acid (100ppm)', ' citric acid (500ppm)', ' sodium citrate', ' 1', '2-hexanediol', ' benzyl glycol', ' ethylhexylglycerin', ' raspberry ketone', ' mentha piperita (peppermint) oil']",9812.0,South Korea
numbuzin,No.9 NAD Bio Lifting-sil Essence,26.4,,"['water', ' glycerin', ' hydrogenated poly(c6-14 olefin)', ' polyglycerin-3', ' butylene glycol', ' pentaerythrityl tetraethylhexanoate', ' propanediol', ' dimethicone', ' 1', '2-hexanediol', ' niacinamide', ' methylpropanediol', ' cetearyl alcohol', ' glyceryl stearate', ' hydrogenated vegetable oil', ' polyglyceryl-3 methylglucose distearate', ' butyrospermum parkii (shea) butter', ' dimethicone crosspolymer', ' ammonium acryloyldimethyltaurate/vp copolymer', ' sodium polyacrylate', ' hydrogenated lecithin', ' carbomer', ' xanthan gum', ' pentylene glycol', ' tromethamine', ' ethylhexylglycerin', ' adenosine', ' palmitic acid', ' stearic acid', ' sodium phytate', ' cholesterol', ' sodium hyaluronate', ' adenosine triphosphate', ' hydroxypropyl cyclodextrin', ' nicotinamide adenine dinucleotide', ' beta-glucan', ' tocopherol', ' palmitoyl tripeptide-5', ' copper gluconate', ' saccharomyces/copper ferment', ' saccharomyces/iron ferment', ' saccharomyces/magnesium ferment', ' saccharomyces/silicon ferment', ' saccharomyces/zinc ferment', ' capryloyl dipeptide-17', ' thioctic acid', ' leuconostoc/radish root ferment filtrate', ' glutathione', ' tremella fuciformis (mushroom) extract', ' haematococcus pluvialis oil', ' potassium hydroxide', ' resveratrol', ' hesperidin methyl chalcone', ' sorbitan laurate', ' steareth-20', ' astaxanthin', ' sodium lactate', ' hydroxyethylcellulose', ' acetyl dipeptide-1 cetyl ester', ' dipeptide diaminobutyroyl benzylamide diacetate', ' heptasodium hexacarboxymethyl dipeptide-12', ' panthenol', ' polysorbate 20', ' sodium citrate', ' chlorhexidine digluconate', ' dextran', ' hexapeptide-2', ' magnesium chloride', ' tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', ' acetyl tetrapeptide-5', ' dipeptide-2', ' potassium sorbate', ' acetyl hexapeptide-8', ' palmitoyl dipeptide-5 diaminobutyroyl hydroxythreonine', ' citric acid', ' biotin', ' palmitoyl tetrapeptide-7', ' biotinoyl tripeptide-1', ' acetyl tetrapeptide-3', ' trifolium pratense (clover) flower extract', ' tocopheryl acetate', ' palmitoyl tripeptide-8', ' dipeptide-4', ' hexapeptide-11', ' pentapeptide-18', ' tripeptide-3', ' sh-decapeptide-7', ' sh-octapeptide-4', ' palmitoyl tripeptide-1', ' ascorbic acid polypeptide', ' hexapeptide-9', ' oligopeptide-3', ' palmitoyl hexapeptide-12', ' tripeptide-1', ' palmitoyl pentapeptide-4', ' ubiquinone', ' copper tripeptide-1', ' caffeoyl tripeptide-1', ' caffeoyl sh-octapeptide-4', ' galloyl pentapeptide-33', ' kojyl carboxy dipeptide-23', ' nicotinoyl tripeptide-1', ' octapeptide-7', ' oligopeptide-1', ' sh-decapeptide-9', ' sh-oligopeptide-9', ' sh-pentapeptide-19', ' asparagine', ' glutamine', ' tryptophan', ' oligopeptide-2', ' sh-oligopeptide-1', ' sh-oligopeptide-2', ' sh-polypeptide-1', ' sh-polypeptide-22', ' sh-polypeptide-3', ' acetyl octapeptide-3', ' acetyl tetrapeptide-2', ' acetyl tetrapeptide-9', ' carnosine', ' nonapeptide-1']",15.0,South Korea
